"Word","Length","Ortho_N","BG_Sum","BG_Mean","BG_Freq_By_Pos","NWI_Mean_RT","NWI_SD","NWI_Zscore","Obs","NWI_Mean_Accuracy"
"unplambed","9","1","11,448","1,431.000","2,089","820.414","292.003","-0.164","29","0.906"
"unpopulyr","9","1","6,795","849.375","1,488","785.742","240.955","-0.003","31","0.939"
"unplecedented","13","1","31,861","2,655.083","3,328","943.409","413.834","-0.775","22","0.846"
"unpredichable","13","1","24,738","2,061.500","3,063","1,100.043","287.329","-1.188","23","0.719"
"unpredactably","13","1","21,049","1,754.083","2,909","1,237.933","425.813","-1.184","15","0.469"
"unprejudaced","12","1","16,512","1,501.091","2,000","1,113.909","473.025","-1.016","22","0.759"
"unpremeditoted","14","1","30,262","2,327.846","3,083","1,129.450","451.862","-0.856","20","0.833"
"anprepared","10","1","23,213","2,579.222","2,039","923.111","294.835","-0.406","27","0.964"
"ulpretentious","13","1","30,013","2,501.083","3,053","841.226","304.359","-0.365","31","0.939"
"usprincipled","12","1","24,996","2,272.364","2,340","963.852","329.686","-0.861","27","0.844"
"ugprintable","11","1","21,937","2,193.700","2,533","744.067","268.631","-0.023","30","0.909"
"unproblemacic","13","1","17,809","1,484.083","2,052","1,202.273","368.374","-1.304","22","0.759"
"unprocuratle","12","1","19,208","1,746.182","2,419","967.960","405.060","-0.685","25","0.893"
"unproductave","12","1","12,059","1,096.273","1,896","1,227.700","390.308","-1.267","20","0.714"
"umprofessional","14","1","25,127","1,932.846","2,378","1,139.727","306.251","-1.247","22","0.688"
"unprofigable","12","1","13,455","1,223.182","2,009","846.800","345.625","-0.148","30","1.000"
"unpromiling","11","1","23,004","2,300.400","2,641","1,057.375","461.851","-0.659","32","0.970"
"unpromptef","10","1","12,721","1,413.444","2,175","906.188","393.274","-0.359","32","0.970"
"unprotucted","11","1","17,528","1,752.800","2,423","1,039.250","397.655","-0.994","28","0.848"
"unpraved","8","1","13,157","1,879.571","2,544","916.818","301.559","-0.286","22","0.710"
"unprovocatuve","13","1","15,520","1,293.333","2,150","1,433.778","513.283","-1.624","18","0.692"
"ulprovoked","10","1","11,012","1,223.556","1,229","880.212","390.991","-0.303","33","0.971"
"unpublisted","11","1","21,839","2,183.900","2,433","1,066.833","371.740","-1.160","18","0.720"
"unpuniched","10","1","15,747","1,749.667","2,209","1,039.640","502.587","-0.904","25","0.806"
"ugqualified","11","1","#","#","1,196","912.000","373.262","-0.268","31","0.912"
"unqualifaedly","13","1","16,020","1,335.000","2,084","1,257.087","471.752","-1.348","23","0.742"
"unquenthed","10","1","17,233","1,914.778","2,557","981.259","362.452","-0.899","27","0.931"
"urquestionable","14","1","29,278","2,252.154","3,048","997.567","268.799","-0.915","30","0.909"
"unquestionebly","14","1","28,025","2,155.769","3,944","1,375.667","246.241","-2.051","12","0.429"
"unquestooned","12","1","24,554","2,232.182","3,008","1,082.115","265.050","-1.197","26","0.781"
"unquestiopingly","15","1","32,547","2,324.786","3,562","1,191.167","395.554","-1.305","24","0.800"
"ulquiet","7","1","#","#","597","728.061","228.171","0.265","33","1.000"
"umravel","7","1","7,764","1,294.000","665","819.515","194.977","-0.280","33","0.971"
"ubreadable","10","1","14,494","1,610.444","1,366","1,073.000","496.039","-0.640","21","0.840"
"unreado","7","1","9,937","1,656.167","1,853","875.500","336.963","-0.446","26","0.867"
"ubreal","6","1","10,371","2,074.200","1,058","800.552","235.308","0.001","29","0.875"
"unrealisy","9","1","17,096","2,137.000","2,571","1,125.286","364.930","-1.232","28","0.875"
"unrealastic","11","1","25,467","2,546.700","2,972","1,227.286","395.706","-1.484","7","0.241"
"unrealistigally","15","1","32,868","2,347.714","3,290","1,230.571","427.562","-1.560","21","0.913"
"unrealon","8","1","17,437","2,491.000","2,484","884.250","312.027","-0.172","32","0.970"
"ucreasonable","12","1","21,464","1,951.273","1,827","1,123.680","384.476","-1.093","25","0.781"
"unroasonably","12","1","16,501","1,500.091","2,262","985.533","378.486","-0.724","30","0.882"
"unrealoning","11","1","29,769","2,976.900","3,184","926.688","272.577","-0.739","32","0.970"
"unrecognotable","14","0","20,191","1,553.154","2,009","1,161.174","359.640","-1.330","23","0.793"
"unrecogpized","12","1","17,182","1,562.000","2,154","1,181.000","526.987","-1.209","32","1.000"
"unreconstracted","15","1","36,566","2,611.857","2,446","1,043.143","342.370","-1.177","14","0.538"
"unrecovesable","13","1","23,527","1,960.583","2,492","1,093.120","327.396","-1.210","25","0.893"
"unredeeged","10","1","20,569","2,285.444","2,595","1,033.233","396.293","-0.605","30","1.000"
"unreuling","9","1","21,229","2,653.625","3,448","767.581","229.403","-0.073","31","0.969"
"unreflectuve","12","1","15,929","1,448.091","2,296","1,159.000","545.954","-1.153","20","0.800"
"unrehearved","11","1","19,748","1,974.800","2,566","1,136.600","430.494","-1.057","25","0.833"
"unrelaked","9","1","15,950","1,993.750","2,787","978.483","313.822","-0.741","29","0.906"
"unreleajed","10","1","18,098","2,010.889","3,151","847.448","299.557","-0.372","29","0.935"
"ugrelenting","11","1","33,180","3,318.000","3,626","903.667","375.496","-0.401","30","0.909"
"unreliabolity","13","1","20,780","1,731.667","2,782","1,209.231","417.741","-1.374","26","0.839"
"utreliable","10","1","18,374","2,041.556","2,236","921.345","351.775","-0.428","29","0.935"
"uprelieved","10","1","18,890","2,098.889","2,255","1,161.231","446.408","-1.093","26","0.867"
"unremarzable","12","1","17,911","1,628.273","2,355","1,081.231","347.317","-1.012","26","0.867"
"ulremitting","11","1","26,423","2,642.300","2,483","771.241","300.286","0.076","29","0.906"
"unrepentont","11","1","24,644","2,464.400","3,216","1,004.179","310.372","-0.862","28","0.903"
"umrequited","10","1","17,328","1,925.333","1,804","883.043","268.462","-0.655","23","0.852"
"unreservod","10","1","20,173","2,241.444","3,141","1,166.793","380.961","-1.225","29","0.935"
"unreserpedly","12","1","27,437","2,494.273","3,774","1,159.667","266.935","-1.316","24","1.000"
"unresolbed","10","1","18,460","2,051.111","2,636","906.912","313.114","-0.614","34","0.971"
"unresponsave","12","1","22,358","2,032.545","2,660","1,103.700","356.108","-1.312","20","0.690"
"udrest","6","1","13,347","2,669.400","1,516","817.636","232.317","-0.141","33","0.943"
"ucrestrained","12","1","33,206","3,018.727","2,547","939.423","456.961","-0.507","26","0.833"
"ugrestricted","12","1","30,532","2,775.636","2,531","986.929","482.721","-0.526","28","0.933"
"unrevealind","11","1","25,148","2,514.800","2,566","1,087.720","461.195","-1.175","25","0.833"
"unrewarking","11","1","21,931","2,193.100","2,526","974.935","336.261","-0.801","31","0.939"
"unriflex","8","1","9,811","1,401.571","1,911","842.656","363.809","-0.092","32","1.000"
"unrupe","6","1","4,673","934.600","1,291","871.094","231.352","-0.188","32","1.000"
"unrivallod","10","1","12,840","1,426.667","2,062","917.065","300.375","-0.606","31","0.939"
"unrill","6","1","7,864","1,572.800","1,743","789.281","347.676","0.020","32","0.970"
"utrolled","8","2","15,587","2,226.714","2,065","751.581","256.902","0.054","31","0.939"
"unromanbic","10","1","13,435","1,492.778","2,106","963.929","306.925","-0.605","28","0.933"
"upruffled","9","1","11,313","1,414.125","1,162","906.071","441.916","-0.286","28","0.848"
"ugruly","6","1","4,306","861.200","427","901.633","408.199","-0.206","30","0.909"
"umsaddle","8","1","6,546","935.143","606","1,015.107","514.038","-0.577","28","0.824"
"ungafe","6","1","7,190","1,438.000","1,174","812.156","313.461","0.016","32","0.970"
"umsaid","6","1","3,326","665.200","424","788.182","221.102","-0.053","33","1.000"
"unsalred","8","1","16,562","2,366.000","2,771","1,023.032","391.155","-0.535","31","1.000"
"unsatisfictork","14","0","24,841","1,910.846","2,744","997.656","303.575","-0.878","32","1.000"
"unsaturoved","11","0","19,790","1,979.000","2,287","1,082.621","382.712","-0.871","29","0.906"
"unsavorb","8","1","8,101","1,157.286","1,574","847.688","287.507","-0.327","32","0.941"
"unscothed","9","1","15,522","1,940.250","2,461","1,036.522","455.345","-0.698","23","0.742"
"umschooled","10","1","14,538","1,615.333","1,485","984.625","398.728","-0.550","24","0.727"
"unscientixic","12","1","20,921","1,901.909","3,234","998.655","326.138","-0.790","29","0.935"
"ugscramble","10","1","11,342","1,260.222","1,108","819.471","247.789","-0.258","34","1.000"
"urscrew","7","1","9,345","1,557.500","697","943.115","290.536","-0.337","26","0.765"
"utscrewed","9","1","13,439","1,679.875","1,326","966.031","485.791","-0.365","32","0.970"
"ulscripted","10","1","15,764","1,751.556","1,742","1,006.767","494.187","-0.334","30","0.882"
"upscrupulous","12","1","9,494","863.091","629","988.300","390.721","-0.817","10","0.312"
"unsealod","8","1","12,624","1,803.429","2,122","933.346","390.763","-0.641","26","0.812"
"unseasonafle","12","1","19,944","1,813.091","2,476","983.633","356.274","-0.893","30","0.909"
"umseasoned","10","1","18,271","2,030.111","1,740","1,005.074","206.547","-0.889","27","0.794"
"unseaf","6","1","7,788","1,557.600","1,684","817.828","213.283","-0.142","29","0.935"
"upseeing","8","1","14,734","2,104.857","2,239","960.118","366.430","-0.590","17","0.500"
"ulseemly","8","1","6,941","991.571","726","832.406","282.943","-0.226","32","0.969"
"unseef","6","1","7,058","1,411.600","1,587","756.774","261.434","0.046","31","0.969"
"unselmish","9","1","13,006","1,625.750","2,279","828.033","246.933","-0.242","30","0.938"
"unselfostly","11","0","14,540","1,454.000","2,264","1,014.448","444.988","-0.623","29","0.906"
"ulserviceable","13","1","21,966","1,830.500","2,439","841.938","342.347","-0.186","32","0.970"
"unserkile","9","1","17,447","2,180.875","3,147","823.375","308.385","-0.057","32","0.970"
"ubsettle","8","1","8,492","1,213.143","969","741.613","297.922","0.033","31","0.939"
"ugsettled","9","1","12,966","1,620.750","1,492","767.516","210.682","-0.112","31","1.000"
"ursettling","10","1","20,860","2,317.778","1,882","878.633","193.891","-0.583","30","0.938"
"utshakable","10","1","10,433","1,159.222","799","949.625","349.833","-0.524","32","0.970"
"unshadeuble","11","0","14,924","1,492.400","2,034","1,014.467","313.892","-0.766","30","0.909"
"unsharpaged","11","0","16,961","1,696.100","2,140","1,136.034","430.220","-0.932","29","0.853"
"unshated","8","1","19,211","2,744.429","3,067","894.778","286.046","-0.386","27","0.871"
"unshavon","8","1","11,395","1,627.857","1,894","850.375","276.604","-0.312","32","0.941"
"unsheache","9","1","13,299","1,662.375","2,018","863.167","249.458","-0.191","30","0.968"
"unshud","6","1","5,652","1,130.400","1,408","949.250","438.457","-0.334","32","0.941"
"unshiolded","10","1","17,312","1,923.556","2,314","1,004.645","449.119","-0.554","31","0.969"
"upsightly","9","1","6,000","750.000","770","959.200","389.260","-0.807","10","0.303"
"unsigsed","8","1","13,015","1,859.286","2,604","952.303","386.438","-0.502","33","1.000"
"unsinkavla","10","0","15,096","1,677.333","2,075","766.633","281.059","0.113","30","0.968"
"ulskilled","9","1","13,050","1,631.250","1,370","785.265","251.782","-0.086","34","0.971"
"unsloced","8","1","12,375","1,767.857","2,499","765.312","239.446","-0.006","32","1.000"
"unsmilung","9","1","13,396","1,674.500","2,289","983.433","453.749","-0.477","30","0.882"
"unsmilintlo","11","0","21,590","2,159.000","3,115","831.375","253.393","-0.136","32","0.941"
"upsocial","8","1","7,310","1,044.286","1,041","1,056.316","467.748","-0.806","19","0.576"
"unsolp","6","1","5,873","1,174.600","1,482","670.364","129.974","0.363","33","0.971"
"unsolber","8","1","12,875","1,839.286","2,078","799.133","338.215","0.010","30","0.909"
"unsolvel","8","1","9,532","1,361.714","1,785","961.036","316.346","-0.669","28","0.848"
"ubsophisticated","15","1","32,027","2,287.643","1,443","1,015.840","313.398","-0.864","25","0.893"
"unsould","7","1","7,531","1,255.167","1,622","860.871","272.572","-0.322","31","0.969"
"ugspeakable","11","1","10,942","1,094.200","980","924.312","352.556","-0.429","32","1.000"
"unspecifeed","11","1","14,919","1,491.900","2,369","1,252.909","224.213","-1.446","11","0.333"
"unspectacugar","13","1","16,537","1,378.083","2,391","1,106.593","572.061","-0.908","27","0.900"
"unspaken","8","1","10,682","1,526.000","2,011","799.688","178.791","-0.266","32","0.970"
"urspotted","9","1","15,182","1,897.750","1,707","898.400","333.793","-0.367","35","1.000"
"unstatle","8","1","17,169","2,452.714","2,922","914.294","242.263","-0.632","17","0.548"
"unstainud","9","1","17,594","2,199.250","3,354","1,042.935","444.971","-0.722","31","0.912"
"unstaplex","9","1","14,822","1,852.750","2,616","966.156","387.703","-0.552","32","1.000"
"unsteazaly","10","0","18,365","2,040.556","3,161","1,022.091","237.868","-0.751","33","1.000"
"unsteapy","8","1","14,443","2,063.286","2,779","862.929","261.907","-0.362","28","0.903"
"unshilted","9","1","16,774","2,096.750","2,795","901.808","231.253","-0.384","26","0.812"
"unstap","6","1","10,025","2,005.000","2,279","1,108.346","477.483","-0.786","26","0.788"
"unstresked","10","1","23,603","2,622.556","3,772","948.000","310.868","-0.568","32","0.941"
"ulstring","8","1","20,389","2,912.714","3,276","759.848","338.039","0.172","33","0.971"
"unstructufed","12","1","17,130","1,557.273","2,695","1,291.526","378.026","-1.360","19","0.704"
"urstrung","8","1","14,513","2,073.286","1,976","1,007.129","368.801","-0.538","31","0.939"
"utstuck","7","1","7,636","1,272.667","1,056","807.900","284.366","-0.131","30","1.000"
"unstudiem","9","1","12,512","1,564.000","2,482","870.364","318.198","-0.338","33","1.000"
"unsuccossful","12","1","11,628","1,057.091","1,697","874.419","313.648","-0.399","31","0.939"
"unsucceshfolly","14","0","17,726","1,363.538","2,277","1,035.875","301.969","-1.075","32","0.970"
"unsuitazle","10","1","12,621","1,402.333","2,081","1,044.000","386.816","-1.210","27","0.844"
"unsuitabla","10","2","13,265","1,473.889","2,206","981.344","374.556","-0.570","32","0.941"
"unsuiked","8","1","10,479","1,497.000","2,246","749.515","256.254","0.113","33","0.971"
"unsulliod","9","1","13,013","1,626.625","2,326","946.400","494.811","-0.277","30","0.968"
"upsung","6","1","7,344","1,468.800","583","893.375","303.821","-0.326","24","0.800"
"unsupporsoble","13","0","16,516","1,376.333","2,005","1,041.154","350.639","-0.971","26","0.839"
"unsupporbed","11","1","14,915","1,491.500","1,992","1,010.889","259.083","-0.735","27","0.771"
"unture","6","1","11,507","2,301.400","2,039","920.444","291.102","-0.460","27","0.818"
"unsurmounjable","14","1","16,778","1,290.615","1,950","1,098.567","449.989","-0.924","30","0.938"
"unsurpaspew","11","0","11,543","1,154.300","1,713","1,034.750","490.193","-0.632","32","1.000"
"unsuspacting","12","1","26,159","2,378.091","2,462","1,158.682","419.095","-0.968","22","0.759"
"ubsyllabic","10","1","8,470","941.111","818","775.517","234.928","-0.312","29","0.966"
"unsympathebic","13","1","16,455","1,371.250","2,213","1,421.389","337.556","-1.507","18","0.643"
"umtangle","8","1","13,764","1,966.286","1,196","782.548","192.141","-0.113","31","0.912"
"untepped","8","1","16,595","2,370.714","3,033","742.577","212.767","0.040","26","0.839"
"unteuch","7","1","11,377","1,896.167","2,173","796.818","283.397","-0.111","33","1.000"
"untellagle","10","1","19,273","2,141.444","3,000","877.645","354.822","-0.459","31","0.969"
"untunable","9","1","14,496","1,812.000","2,098","751.667","253.589","-0.070","12","0.400"
"unteninted","10","1","33,394","3,710.444","4,991","1,152.450","552.761","-1.152","20","0.870"
"unthew","6","1","8,253","1,650.600","1,906","800.182","237.798","-0.052","33","0.971"
"unthemagoc","10","0","12,429","1,381.000","2,263","828.636","229.974","-0.133","33","0.971"
"unphinkable","11","1","16,469","1,646.900","2,520","866.226","302.412","-0.276","31","0.939"
"unthilking","10","1","20,059","2,228.778","2,970","993.906","375.265","-0.608","32","1.000"
"untidiress","10","1","23,783","2,642.556","2,847","991.524","361.108","-0.884","21","0.808"
"ubtidy","6","1","6,195","1,239.000","518","743.576","218.025","0.192","33","1.000"
"unzie","5","2","3,252","813.000","1,063","761.156","245.069","-0.092","32","0.941"
"untiad","6","1","11,820","2,364.000","1,957","787.355","180.017","-0.057","31","0.912"
"ustil","5","1","11,240","2,810.000","686","701.469","148.595","0.189","32","0.941"
"udtimely","8","1","11,053","1,579.000","958","833.529","376.395","-0.176","34","1.000"
"untirong","8","1","21,126","3,018.000","3,101","813.242","469.441","-0.134","33","0.971"
"unpo","4","2","3,009","1,003.000","1,094","781.938","286.311","0.179","32","1.000"
"urtold","6","1","5,348","1,069.600","454","772.562","301.035","0.141","32","0.970"
"uftouchable","11","1","12,032","1,203.200","760","896.000","345.327","-0.217","33","1.000"
"untouclad","9","0","12,006","1,500.750","1,906","1,021.548","394.629","-0.660","31","0.969"
"uptoward","8","1","7,075","1,010.714","696","1,083.500","333.082","-0.840","8","0.286"
"untrached","9","1","18,885","2,360.625","3,018","909.111","260.529","-0.779","27","0.867"
"untradifional","13","1","25,506","2,125.500","3,258","1,097.267","418.723","-0.804","30","0.968"
"untraized","9","1","16,174","2,021.750","2,958","966.448","389.005","-0.565","29","0.906"
"untreafed","9","1","18,205","2,275.625","3,004","963.400","380.726","-0.562","30","0.968"
"untrae","6","1","9,730","1,946.000","2,053","770.294","275.397","0.117","34","1.000"
"untrustworchiness","17","1","33,726","2,107.875","2,445","1,465.048","460.119","-1.760","21","0.840"
"ultruth","7","1","6,021","1,003.500","614","858.067","257.710","-0.300","30","0.882"
"ultruthful","10","1","7,488","832.000","663","1,012.913","241.783","-1.018","23","0.719"
"umused","6","2","8,968","1,793.600","1,300","964.760","328.324","-0.693","25","0.862"
"ubusual","7","1","6,722","1,120.333","703","735.290","241.545","0.130","31","0.969"
"unusoally","9","1","11,020","1,377.500","1,953","841.562","282.580","-0.355","32","1.000"
"udutterable","11","1","21,597","2,159.700","2,360","962.062","388.643","-0.663","32","0.970"
"udutterably","11","1","19,725","1,972.500","2,416","931.212","446.827","-0.561","33","0.971"
"unutterad","9","1","18,457","2,307.125","3,019","1,132.357","463.878","-0.931","28","0.903"
"unvarnithed","11","1","17,242","1,724.200","2,381","880.062","315.809","-0.382","32","0.970"
"unvarping","9","1","17,420","2,177.500","2,931","961.088","412.418","-0.506","34","1.000"
"umveil","6","1","4,284","856.800","601","846.630","291.383","-0.059","27","0.900"
"urveiled","8","1","13,113","1,873.286","1,871","1,007.000","421.938","-0.662","27","0.900"
"unventiloted","12","1","28,283","2,571.182","3,369","1,036.545","436.338","-0.930","22","0.880"
"unversad","8","1","13,404","1,914.857","3,057","943.062","361.113","-0.432","32","0.970"
"unvoicex","8","1","7,219","1,031.286","1,682","930.088","362.588","-0.396","34","1.000"
"unwaikering","11","1","24,337","2,433.700","2,406","927.290","248.017","-0.698","31","1.000"
"unwinted","8","2","21,177","3,025.286","3,090","807.345","238.902","-0.375","29","0.879"
"unwarrankable","13","1","18,718","1,559.833","2,180","1,025.320","327.903","-1.076","25","0.926"
"utwarranted","11","1","23,750","2,375.000","1,976","948.094","384.428","-0.492","32","0.941"
"unwaleringly","12","1","30,890","2,808.182","4,399","974.538","286.351","-0.922","26","0.897"
"upwed","5","2","5,384","1,346.000","391","704.310","214.743","0.203","29","0.879"
"unwelnome","9","1","7,940","992.500","1,583","1,038.850","345.371","-0.760","20","0.625"
"uswell","6","1","5,497","1,099.400","602","845.214","401.535","-0.241","28","0.824"
"unwholesime","11","1","16,870","1,687.000","2,416","1,247.136","536.882","-1.052","22","0.759"
"unwielty","8","1","6,444","920.571","1,483","946.074","352.254","-0.406","27","0.818"
"unwilsing","9","1","16,743","2,092.875","3,009","933.484","368.771","-0.519","31","0.939"
"unwillinbly","11","1","17,863","1,786.300","2,803","1,287.190","422.630","-1.426","21","0.656"
"unwillongfess","13","0","22,072","1,839.333","2,613","1,128.967","410.019","-1.113","30","0.909"
"uswind","6","1","10,787","2,157.400","852","793.125","233.421","-0.053","32","0.941"
"umwinding","9","1","22,453","2,806.625","2,435","1,380.364","578.505","-1.697","11","0.333"
"unwira","6","1","6,303","1,260.600","1,528","739.788","248.918","0.210","33","1.000"
"unwibed","7","1","8,121","1,353.500","1,919","794.448","233.905","-0.191","29","0.853"
"unwose","6","1","5,130","1,026.000","1,254","753.214","234.225","-0.021","28","0.933"
"unwisuly","8","1","8,582","1,226.000","1,678","915.724","303.524","-0.596","29","0.906"
"uswitting","9","1","20,570","2,571.250","2,540","845.364","345.109","-0.365","33","0.971"
"urwittingly","11","1","22,312","2,231.200","2,724","1,005.963","283.006","-0.895","27","0.871"
"unwomaxly","9","1","6,794","849.250","1,495","773.714","180.950","-0.051","28","0.903"
"ulwonted","8","1","17,901","2,557.286","1,875","829.452","480.349","0.121","31","0.939"
"unworgable","10","1","11,530","1,281.111","1,919","803.794","230.731","-0.207","34","1.000"
"unwurn","6","1","3,747","749.400","1,240","771.200","175.831","-0.065","30","0.882"
"unworchy","8","1","7,206","1,029.429","1,556","769.818","178.650","-0.135","33","0.943"
"unweunk","7","0","4,691","781.833","1,138","731.343","219.187","0.286","35","1.000"
"unwounged","9","1","15,400","1,925.000","2,688","932.267","285.329","-0.535","30","0.909"
"unwrinklod","10","1","14,231","1,581.222","2,537","1,052.414","378.182","-0.942","29","0.879"
"umwritten","9","1","14,690","1,836.250","1,607","918.667","253.692","-0.761","6","0.188"
"unyielzing","10","1","#","#","2,349","907.485","314.457","-0.497","33","1.000"
"uszip","5","1","#","#","119","754.875","282.063","0.095","32","0.941"
"ul","2","3","1,033","1,033.000","15","741.567","208.060","0.316","30","0.906"
"umbeat","6","1","7,912","1,582.400","805","723.355","159.570","0.074","31","0.939"
"upbringint","10","1","25,174","2,797.111","3,302","955.129","392.022","-0.512","31","0.969"
"ubcoming","8","1","16,262","2,323.143","2,357","842.455","278.667","-0.284","33","0.971"
"upcountly","9","1","11,400","1,425.000","1,151","913.188","387.042","-0.431","16","0.696"
"ugdate","6","1","9,431","1,886.200","990","809.148","233.747","-0.212","27","0.818"
"utdated","7","2","14,551","2,425.167","1,823","799.844","285.398","0.107","32","0.970"
"umend","5","2","7,947","1,986.750","487","897.818","460.558","-0.247","33","0.943"
"ulgrade","7","1","8,595","1,432.500","818","751.875","253.840","0.130","32","0.941"
"upgreded","8","1","17,270","2,467.143","2,438","944.933","302.497","-0.572","30","0.938"
"ungrading","9","1","23,373","2,921.625","3,121","1,338.167","535.506","-1.319","6","0.200"
"ucheaval","8","1","9,437","1,348.143","782","747.441","159.433","0.090","34","1.000"
"usheld","6","1","6,573","1,314.600","528","888.724","357.132","-0.197","29","0.829"
"uthill","6","1","6,398","1,279.600","541","796.636","360.187","0.044","33","0.971"
"uchold","6","1","4,780","956.000","381","651.533","131.290","0.310","30","0.909"
"upholters","9","1","15,844","1,980.500","1,528","887.667","393.890","-0.486","21","0.636"
"utholding","9","1","17,775","2,221.875","1,979","841.129","336.059","-0.204","31","0.939"
"ucholds","7","1","5,195","865.833","430","789.412","272.113","0.070","34","1.000"
"utholster","9","1","19,292","2,411.500","1,657","904.032","313.547","-0.342","31","0.969"
"usholstered","11","1","28,817","2,881.700","1,929","1,022.963","361.186","-0.728","27","0.871"
"utholstery","10","1","19,926","2,214.000","1,712","863.969","271.363","-0.492","32","0.969"
"ulkeep","6","1","3,581","716.200","245","827.286","303.460","0.074","28","0.966"
"unlund","6","0","6,177","1,235.400","1,329","781.688","237.924","0.052","32","0.970"
"unlift","6","1","5,389","1,077.800","1,394","1,116.000","280.054","-1.258","9","0.281"
"upliftong","9","1","14,482","1,810.250","1,687","1,050.000","297.621","-1.099","24","0.774"
"urmost","6","2","7,309","1,461.800","831","734.690","183.428","0.151","29","0.906"
"ubon","4","1","5,745","1,915.000","233","792.677","276.655","-0.067","31","0.939"
"urred","5","2","10,957","2,739.250","932","845.914","326.490","-0.073","35","1.000"
"uller","5","1","12,228","3,057.000","1,796","737.559","323.736","0.197","34","0.971"
"upperclustmen","13","0","21,008","1,750.667","2,341","1,041.375","268.480","-0.876","32","0.970"
"uddercut","8","1","11,355","1,622.143","2,007","846.000","472.757","-0.331","17","0.548"
"uppelmost","9","1","9,785","1,223.125","1,208","991.909","446.293","-0.632","33","0.971"
"ullity","6","0","8,277","1,655.400","902","995.333","418.595","-0.640","27","0.818"
"uproised","8","1","13,515","1,930.714","1,762","773.000","238.031","-0.144","30","0.968"
"ulright","7","2","5,561","926.833","645","837.778","336.055","-0.128","27","0.818"
"unrise","6","3","9,605","1,921.000","1,919","1,027.125","444.737","-0.800","8","0.250"
"umrising","8","1","18,781","2,683.000","2,742","949.100","267.359","-0.443","30","0.909"
"unrisings","9","1","20,359","2,544.875","3,728","1,049.842","434.012","-0.927","19","0.576"
"upritor","7","0","10,918","1,819.667","1,187","826.871","289.215","-0.094","31","0.969"
"udroar","6","1","6,279","1,255.800","592","785.057","213.078","0.027","35","1.000"
"uproafious","10","1","10,993","1,221.444","1,094","882.310","262.514","-0.392","29","0.906"
"ugroariously","12","1","17,090","1,553.636","1,729","999.138","415.853","-0.729","29","0.967"
"utroot","6","1","6,602","1,320.400","604","722.312","214.510","0.071","32","0.941"
"uproeted","8","1","14,270","2,038.571","1,958","880.094","370.578","-0.250","32","1.000"
"uls","3","1","1,448","724.000","19","631.774","139.759","0.480","31","0.939"
"umset","5","1","4,210","1,052.500","496","730.062","193.696","0.183","32","0.970"
"unsets","6","3","8,101","1,620.200","1,808","824.889","275.494","-0.163","9","0.281"
"ubsetting","9","1","20,247","2,530.875","2,722","927.414","373.141","-0.235","29","0.906"
"ugshot","6","1","3,982","796.400","385","746.667","204.441","0.169","30","0.909"
"upsike","6","1","3,395","679.000","502","911.500","269.014","-0.421","32","0.914"
"upstuge","7","1","6,541","1,090.167","1,207","909.621","282.493","-0.507","29","0.906"
"upsteirs","8","1","11,257","1,608.143","1,782","801.562","265.949","-0.140","32","1.000"
"utstanding","10","1","25,324","2,813.778","2,719","831.531","329.203","-0.060","32","0.970"
"ulstart","7","1","10,858","1,809.667","1,489","737.242","243.818","0.013","33","1.000"
"upstote","7","1","10,940","1,823.333","1,617","782.429","156.910","-0.160","28","0.875"
"ulstream","8","1","14,003","2,000.429","1,590","839.312","308.231","-0.143","32","0.941"
"umsurge","7","1","4,556","759.333","576","781.933","279.469","-0.027","30","0.909"
"unswing","7","1","15,188","2,531.333","3,081","1,135.667","479.849","-0.667","9","0.290"
"ustake","6","1","8,137","1,627.400","569","787.848","173.456","-0.026","33","1.000"
"ustight","7","1","11,437","1,906.167","692","919.906","500.047","-0.277","32","0.970"
"uptowp","6","1","2,831","566.200","277","843.867","255.095","-0.370","30","0.909"
"urturn","6","1","4,921","984.200","486","835.935","301.502","-0.172","31","0.939"
"ulturned","8","1","10,730","1,532.857","1,578","797.207","308.359","-0.243","29","0.879"
"umward","6","1","4,894","978.800","431","872.786","176.219","-0.421","28","0.875"
"unwards","7","3","6,588","1,098.000","1,399","1,057.625","283.658","-1.076","16","0.457"
"ubanium","7","1","6,838","1,139.667","803","756.667","190.696","0.026","30","0.909"
"Uganus","6","1","6,151","1,230.200","722","886.548","378.713","-0.286","31","0.939"
"urbon","5","1","6,984","1,746.000","427","902.233","370.858","-0.099","30","0.882"
"ulbane","6","1","7,633","1,526.600","753","871.690","464.590","0.083","29","0.853"
"urbawism","8","1","6,370","910.000","522","866.576","264.305","-0.127","33","0.970"
"urbanitu","8","1","10,310","1,472.857","1,168","812.333","320.163","-0.062","30","0.968"
"utbanization","12","1","23,615","2,146.818","2,278","909.394","288.997","-0.521","33","1.000"
"urbanipe","8","1","9,581","1,368.714","846","899.062","298.987","-0.689","32","0.970"
"ulbanized","9","1","12,461","1,557.625","1,512","871.750","271.425","-0.451","32","0.970"
"ubchin","6","1","9,884","1,976.800","1,403","740.353","237.510","0.158","34","1.000"
"ureo","4","1","6,136","2,045.333","828","718.455","238.319","0.095","33","0.971"
"urethune","8","1","12,992","1,856.000","1,510","965.643","439.371","-0.532","28","0.933"
"urechra","7","1","12,073","2,012.167","1,696","899.824","426.190","-0.271","34","1.000"
"udge","4","2","1,704","568.000","133","759.719","173.217","-0.215","32","0.941"
